Loading repository data...
Reading installed packages...

S  | Name                                  | Type    | Version                             | Arch   | Repository             
i  | gxditview                             | package | 1.22.3-5.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | gzip                                  | package | 1.9-3.1                             | x86_64 | openSUSE-Tumbleweed-Oss
i  | hack-fonts                            | package | 3.003-1.1                           | noarch | openSUSE-Tumbleweed-Oss
i  | hardlink                              | package | 1.0+git.e66999f-1.5                 | x86_64 | openSUSE-Tumbleweed-Oss
i  | haveged                               | package | 1.9.4-2.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | hdparm                                | package | 9.57-1.1                            | x86_64 | openSUSE-Tumbleweed-Oss
i  | hicolor-icon-theme                    | package | 0.17-2.1                            | noarch | openSUSE-Tumbleweed-Oss
i  | hicolor-icon-theme-branding-openSUSE  | package | 42.1-2.1                            | noarch | openSUSE-Tumbleweed-Oss
i  | hostname                              | package | 3.21-1.1                            | x86_64 | openSUSE-Tumbleweed-Oss
i  | hplip-hpijs                           | package | 3.18.6-1.2                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | hplip-sane                            | package | 3.18.6-1.2                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | hugin                                 | package | 2018.0.0-1.9                        | x86_64 | openSUSE-Tumbleweed-Oss
i  | hwdata                                | package | 0.314-1.1                           | noarch | openSUSE-Tumbleweed-Oss
i  | hwinfo                                | package | 21.63-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | iceauth                               | package | 1.0.8-1.2                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | icewm                                 | package | 1.4.2-7.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | icewm-config-upstream                 | package | 1.4.2-7.1                           | noarch | openSUSE-Tumbleweed-Oss
i  | icewm-default                         | package | 1.4.2-7.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | icewm-lang                            | package | 1.4.2-7.1                           | noarch | openSUSE-Tumbleweed-Oss
i  | ifplugd                               | package | 0.28-238.3                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | incidenceeditor                       | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | incidenceeditor-lang                  | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | info                                  | package | 6.5-6.2                             | x86_64 | openSUSE-Tumbleweed-Oss
i  | initviocons                           | package | 0.5-104.4                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | insserv-compat                        | package | 0.1-20.1                            | noarch | openSUSE-Tumbleweed-Oss
i  | intlfonts-euro-bitmap-fonts           | package | 1.2.1-16.5                          | noarch | openSUSE-Tumbleweed-Oss
i  | inxi                                  | package | 3.0.29-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | iproute2                              | package | 4.19-1.1                            | x86_64 | openSUSE-Tumbleweed-Oss
i  | ipset                                 | package | 7.1-1.1                             | x86_64 | openSUSE-Tumbleweed-Oss
i  | iptables                              | package | 1.8.2-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | iputils                               | package | s20180629-2.1                       | x86_64 | openSUSE-Tumbleweed-Oss
i+ | irqbalance                            | package | 1.4.0-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | iscsiuio                              | package | 0.7.8.4-50.1                        | x86_64 | openSUSE-Tumbleweed-Oss
i  | iso-codes                             | package | 4.1-1.1                             | noarch | openSUSE-Tumbleweed-Oss
i  | iso-codes-lang                        | package | 4.1-1.1                             | noarch | openSUSE-Tumbleweed-Oss
i  | iso_ent                               | package | 2000.11.03-828.5                    | noarch | openSUSE-Tumbleweed-Oss
i  | issue-generator                       | package | 1.6-1.1                             | noarch | openSUSE-Tumbleweed-Oss
i  | joe                                   | package | 4.4-1.8                             | x86_64 | openSUSE-Tumbleweed-Oss
i  | json-glib-lang                        | package | 1.4.4-1.1                           | noarch | openSUSE-Tumbleweed-Oss
i  | kaccounts-integration                 | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kaccounts-integration-lang            | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kaccounts-providers                   | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kaccounts-providers-lang              | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kactivities5-imports                  | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kactivitymanagerd                     | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kactivitymanagerd-lang                | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kaddressbook                          | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kaddressbook-lang                     | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kalarmcal                             | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kalarmcal-lang                        | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kate                                  | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kate-lang                             | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kate-plugins                          | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kbd                                   | package | 2.0.4-9.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | kbd-legacy                            | package | 2.0.4-9.1                           | noarch | openSUSE-Tumbleweed-Oss
i  | kcalc                                 | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kcalc-lang                            | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kcalutils                             | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kcalutils-lang                        | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kcharselect                           | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kcharselect-lang                      | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kcm_sddm                              | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kcm_sddm-lang                         | package | 5.14.4-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kcm_tablet                            | package | 3.1.0-1.2                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | kcm_tablet-lang                       | package | 3.1.0-1.2                           | noarch | openSUSE-Tumbleweed-Oss
i  | kconf_update5                         | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kcontacts-lang                        | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kcoreaddons                           | package | 5.53.1-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kcoreaddons-lang                      | package | 5.53.1-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kdav                                  | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kdav-lang                             | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kdbusaddons-tools                     | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i+ | kde                                   | pattern | 20180709-5.1                        | noarch | openSUSE-Tumbleweed-Oss
i  | kde-cli-tools5                        | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kde-cli-tools5-lang                   | package | 5.14.4-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kde-gtk-config5                       | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kde-gtk-config5-gtk2                  | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kde-gtk-config5-gtk3                  | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kde-gtk-config5-lang                  | package | 5.14.4-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kde-print-manager                     | package | 18.08.3-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kde-print-manager-lang                | package | 18.08.3-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kde-user-manager                      | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kde-user-manager-lang                 | package | 5.14.4-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kde_pim                               | pattern | 20180709-5.1                        | noarch | openSUSE-Tumbleweed-Oss
i  | kde_plasma                            | pattern | 20180709-5.1                        | noarch | openSUSE-Tumbleweed-Oss
i  | kdeclarative-components               | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kdeconnect-kde                        | package | 1.3.3-2.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | kdeconnect-kde-lang                   | package | 1.3.3-2.1                           | noarch | openSUSE-Tumbleweed-Oss
i  | kded                                  | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kded-lang                             | package | 5.53.0-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kdegames-carddecks-default            | package | 18.08.3-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kdegraphics-thumbnailers              | package | 18.08.3-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kdelibs4support                       | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kdelibs4support-lang                  | package | 5.53.0-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kdenetwork4-filesharing               | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kdenetwork4-filesharing-lang          | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kdepim-addons                         | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kdepim-addons-lang                    | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kdepim-apps-libs                      | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kdepim-apps-libs-lang                 | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kdepim-runtime                        | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kdepim-runtime-lang                   | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kdialog                               | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kdialog-lang                          | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kdoctools                             | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kdoctools-lang                        | package | 5.53.0-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i+ | kernel-default                        | package | 4.19.11-1.3                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kernel-firmware                       | package | 20181218-1.1                        | noarch | openSUSE-Tumbleweed-Oss
i+ | kexec-tools                           | package | 2.0.18-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | keyutils                              | package | 1.5.11-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kfilemetadata5                        | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kfilemetadata5-lang                   | package | 5.53.0-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kgamma5                               | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kgamma5-lang                          | package | 5.14.4-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kglobalaccel5                         | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | khelpcenter5                          | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | khelpcenter5-lang                     | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | khotkeys5                             | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | khotkeys5-lang                        | package | 5.14.4-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kidentitymanagement-lang              | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kimageformats                         | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kimap-lang                            | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kinfocenter5                          | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kinfocenter5-lang                     | package | 5.14.4-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kinit                                 | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kinit-lang                            | package | 5.53.0-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kio                                   | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kio-core                              | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kio-extras5                           | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kio-extras5-lang                      | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kio-lang                              | package | 5.53.0-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kio_audiocd                           | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kio_audiocd-lang                      | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kipi-plugins                          | package | 5.9.0-6.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | kipi-plugins-lang                     | package | 5.9.0-6.1                           | noarch | openSUSE-Tumbleweed-Oss
i  | kirigami2                             | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kirigami2-lang                        | package | 5.53.0-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kldap                                 | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kldap-lang                            | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kleopatra                             | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kleopatra-lang                        | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | klogd                                 | package | 1.4.1-790.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kmag                                  | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kmag-lang                             | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kmahjongg                             | package | 18.08.3-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kmahjongg-lang                        | package | 18.08.3-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kmail                                 | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kmail-account-wizard                  | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kmail-account-wizard-lang             | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kmail-application-icons               | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kmail-lang                            | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kmailtransport                        | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kmailtransport-lang                   | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kmenuedit5                            | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kmenuedit5-lang                       | package | 5.14.4-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kmime-lang                            | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kmines                                | package | 18.08.3-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kmines-lang                           | package | 18.08.3-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kmod                                  | package | 25-6.2                              | x86_64 | openSUSE-Tumbleweed-Oss
i  | kmod-compat                           | package | 25-6.2                              | x86_64 | openSUSE-Tumbleweed-Oss
i  | kmousetool                            | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kmousetool-lang                       | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kmozillahelper                        | package | 5.0.3-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | knewstuff                             | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | knotes                                | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | knotes-lang                           | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kompare                               | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kompare-lang                          | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | konsole                               | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | konsole-part                          | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | konsole-part-lang                     | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kontact                               | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kontact-lang                          | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kontactinterface-lang                 | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | konversation                          | package | 1.7.5-1.2                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | konversation-lang                     | package | 1.7.5-1.2                           | noarch | openSUSE-Tumbleweed-Oss
i  | korganizer                            | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | korganizer-lang                       | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kpackage                              | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kpackage-lang                         | package | 5.53.0-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kpartx                                | package | 0.7.9+85+suse.766b95e-1.1           | x86_64 | openSUSE-Tumbleweed-Oss
i  | kpat                                  | package | 18.08.3-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kpat-lang                             | package | 18.08.3-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kpeople5                              | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kpeople5-lang                         | package | 5.53.0-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kpimtextedit                          | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kpimtextedit-lang                     | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kpkpass                               | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | krb5                                  | package | 1.16.1-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kreversi                              | package | 18.08.3-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kreversi-lang                         | package | 18.08.3-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kross                                 | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kross-lang                            | package | 5.53.0-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kscreen5                              | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kscreen5-lang                         | package | 5.14.4-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kscreen5-plasmoid                     | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kscreenlocker                         | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kscreenlocker-lang                    | package | 5.14.4-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kservice                              | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kservice-lang                         | package | 5.53.0-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | ksmtp                                 | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | ksmtp-lang                            | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | ksshaskpass5                          | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | ksshaskpass5-lang                     | package | 5.14.4-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | ksudoku                               | package | 18.08.3-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | ksudoku-lang                          | package | 18.08.3-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | ksysguard5                            | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | ksysguard5-lang                       | package | 5.14.4-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | ktexteditor                           | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | ktexteditor-lang                      | package | 5.53.0-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | ktnef                                 | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | ktnef-lang                            | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kwallet-tools                         | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kwallet-tools-lang                    | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kwalletd5                             | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kwalletd5-lang                        | package | 5.53.0-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | kwalletmanager5                       | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | kwalletmanager5-lang                  | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | kwayland                              | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kwayland-integration                  | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kwin5                                 | package | 5.14.4-1.2                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | kwin5-lang                            | package | 5.14.4-1.2                          | noarch | openSUSE-Tumbleweed-Oss
i  | less                                  | package | 530-1.2                             | x86_64 | openSUSE-Tumbleweed-Oss
i  | libAppStreamQt2                       | package | 0.12.2-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libFLAC8                              | package | 1.3.2-2.3                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libGLEW2_1                            | package | 2.1.0-1.3                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libGLU1                               | package | 9.0.0-13.3                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libGeoIP1                             | package | 1.6.12-2.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libHalf24                             | package | 2.3.0-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libICE6                               | package | 1.0.9-4.4                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libIex-2_3-24                         | package | 2.3.0-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libIlmImf-2_3-24                      | package | 2.3.0-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libIlmThread-2_3-24                   | package | 2.3.0-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libJudy1                              | package | 1.0.5-9.11                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5Activities5                     | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5ActivitiesStats1                | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5AkonadiAgentBase5               | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5AkonadiCalendar5                | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5AkonadiContact5                 | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5AkonadiCore5                    | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5AkonadiMime5                    | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5AkonadiNotes5                   | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5AkonadiPrivate5                 | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5AkonadiSearch                   | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5AkonadiWidgets5                 | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5AkonadiXml5                     | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5AlarmCalendar5                  | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5Archive5                        | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5Attica5                         | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5Auth5                           | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5Auth5-lang                      | package | 5.53.0-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | libKF5Baloo5                          | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5BalooEngine5                    | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5BalooEngine5-lang               | package | 5.53.0-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | libKF5BluezQt6                        | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5Bookmarks5                      | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5Bookmarks5-lang                 | package | 5.53.0-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | libKF5CalendarCore5                   | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5CalendarEvents5                 | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5CalendarSupport5                | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5CalendarUtils5                  | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5Cddb5                           | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5Codecs5                         | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5Codecs5-lang                    | package | 5.53.0-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | libKF5CompactDisc5                    | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5Completion5                     | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5Completion5-lang                | package | 5.53.0-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | libKF5ConfigCore5                     | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libKF5ConfigCore5-lang                | package | 5.53.0-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | libKF5ConfigGui5                      | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
