Loading repository data...
Reading installed packages...

S  | Name                                  | Type    | Version                             | Arch   | Repository             
i  | libkdecorations2private6              | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libkdegames                           | package | 18.08.3-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libkdegames-lang                      | package | 18.08.3-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | libkdepim                             | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libkdepim-lang                        | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | libkerfuffle18                        | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libkeyutils1                          | package | 1.5.11-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libkf5kdegames6                       | package | 18.08.3-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libkgantt-lang                        | package | 2.6.1-1.2                           | noarch | openSUSE-Tumbleweed-Oss
i  | libkgapi-lang                         | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | libkioarchive5                        | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libkipi-data                          | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libkleo                               | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libkleo-lang                          | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | libkmahjongg                          | package | 18.08.3-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libkmahjongg-lang                     | package | 18.08.3-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | libkmod2                              | package | 25-6.2                              | x86_64 | openSUSE-Tumbleweed-Oss
i  | libkolabxml1                          | package | 1.1.6-7.8                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libkomparediff2-5                     | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libkomparediff2-lang                  | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | libksane-lang                         | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | libksba8                              | package | 1.3.5-2.3                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libkscreen2-plugin                    | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libksieve                             | package | 18.12.0-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libksieve-lang                        | package | 18.12.0-1.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | libksysguard5                         | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libksysguard5-helper                  | package | 5.14.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libksysguard5-lang                    | package | 5.14.4-1.1                          | noarch | openSUSE-Tumbleweed-Oss
i  | libkwalletbackend5-5                  | package | 5.53.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | liblangtag1                           | package | 0.6.2-1.3                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | liblapack3                            | package | 3.8.0-1.2                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | liblavfile-2_0-0                      | package | 2.0.0-27.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | liblavjpeg-2_0-0                      | package | 2.0.0-27.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | liblavplay-2_0-0                      | package | 2.0.0-27.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | liblavrec-2_0-0                       | package | 2.0.0-27.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | liblcms2-2                            | package | 2.9-2.1                             | x86_64 | openSUSE-Tumbleweed-Oss
i  | libldap-2_4-2                         | package | 2.4.47-43.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libldap-data                          | package | 2.4.47-43.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | libldapcpp1                           | package | 0.3.1-6.14                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libldb1                               | package | 1.4.3-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | liblightdm-gobject-1-0                | package | 1.28.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | liblilv-0-0                           | package | 0.24.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | liblirc_client0                       | package | 0.10.1-2.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | liblmdb-0_9_22                        | package | 0.9.22-2.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | liblockdev1                           | package | 1.0.3_git201003141408-31.1          | x86_64 | openSUSE-Tumbleweed-Oss
i  | liblpsolve55-0                        | package | 5.5.2.0-10.15                       | x86_64 | openSUSE-Tumbleweed-Oss
i  | liblqr-1-0                            | package | 0.4.2-6.15                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libltdl7                              | package | 2.4.6-7.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | liblua5_3-5                           | package | 5.3.4-1.9                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | liblwres160                           | package | 9.11.2-43.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | liblz4-1                              | package | 1.8.3-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | liblzma5                              | package | 5.2.4-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | liblzo2-2                             | package | 2.10-4.2                            | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmad0                               | package | 0.15.1b-3.3                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmagic1                             | package | 5.35-1.1                            | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmariadb3                           | package | 3.0.6-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmarkdown2                          | package | 2.2.4-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmatroska6                          | package | 1.4.9-2.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmbim                               | package | 1.16.2-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmbim-glib4                         | package | 1.16.2-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmediacheck4                        | package | 4.1-1.1                             | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmetalink3                          | package | 0.1.3-3.2                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libminizip1                           | package | 1.2.11-5.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmjpegutils-2_0-0                   | package | 2.0.0-27.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmm-glib0                           | package | 1.6.14-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmng2                               | package | 2.0.3-1.11                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmnl0                               | package | 1.0.4-1.6                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmodman1                            | package | 2.0.1-18.2                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmodplug1                           | package | 0.3.13-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmount1                             | package | 2.33-1.1                            | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmozjs-52                           | package | 52.6.0-6.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmp3lame0                           | package | 3.100-1.2                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmpc3                               | package | 1.1.0-1.5                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmpeg2-0                            | package | 0.5.1-2.2                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmpeg2encpp-2_0-0                   | package | 2.0.0-27.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmpfr6                              | package | 4.0.1-3.5                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmpg123-0                           | package | 1.25.10-2.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmplex2-2_0-0                       | package | 2.0.0-27.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmspack0                            | package | 0.9.1-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmspub-0_1-1                        | package | 0.1.4-1.6                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmtdev1                             | package | 1.1.5-1.15                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmtp-udev                           | package | 1.1.16-2.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmtp9                               | package | 1.1.16-2.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmusicbrainz5-1                     | package | 5.1.0-2.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmwaw-0_3-3                         | package | 0.3.14-1.3                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmysofa0                            | package | 0.6-2.2                             | x86_64 | openSUSE-Tumbleweed-Oss
i  | libmythes-1_2-0                       | package | 1.2.4-1.13                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libncurses6                           | package | 6.1-9.1                             | x86_64 | openSUSE-Tumbleweed-Oss
i  | libndp0                               | package | 1.7-1.1                             | x86_64 | openSUSE-Tumbleweed-Oss
i  | libndr-krb5pac0                       | package | 4.9.3+git.113.3f6a4cdc269-1.2       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libndr-nbt0                           | package | 4.9.3+git.113.3f6a4cdc269-1.2       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libndr-standard0                      | package | 4.9.3+git.113.3f6a4cdc269-1.2       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libndr0                               | package | 4.9.3+git.113.3f6a4cdc269-1.2       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libneon27                             | package | 0.30.2-3.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libnetapi0                            | package | 4.9.3+git.113.3f6a4cdc269-1.2       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libnetfilter_conntrack3               | package | 1.0.7-1.3                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libnetpbm11                           | package | 10.84.2-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libnettle6                            | package | 3.4.1~rc1-1.1                       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libnewt0_52                           | package | 0.52.20-5.3                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libnfnetlink0                         | package | 1.0.1-11.2                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libnfs12                              | package | 3.0.0-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libnftables0                          | package | 0.9.0-1.2                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libnftnl11                            | package | 1.1.2-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libnghttp2-14                         | package | 1.34.0-2.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libnl-config                          | package | 3.4-1.2                             | noarch | openSUSE-Tumbleweed-Oss
i  | libnl3-200                            | package | 3.4-1.2                             | x86_64 | openSUSE-Tumbleweed-Oss
i  | libnm0                                | package | 1.14.4-2.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libnotify4                            | package | 0.7.7+20170717.43aac61-1.3          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libnpth0                              | package | 1.6-1.1                             | x86_64 | openSUSE-Tumbleweed-Oss
i  | libnsl2                               | package | 1.2.0-2.5                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libntfs-3g88                          | package | 2017.3.23-1.1                       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libnuma1                              | package | 2.0.12-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libnumbertext-1_0-0                   | package | 1.0.5-2.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libnumbertext-data                    | package | 1.0.5-2.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | liboauth0                             | package | 1.0.3-3.4                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libodfgen-0_1-1                       | package | 0.1.6-2.10                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libogg0                               | package | 1.3.3-1.2                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | liboggkate1                           | package | 0.4.1-24.3                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libopenal1                            | package | 1.18.2-1.2                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libopenblas_pthreads0                 | package | 0.3.4-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libopencv3_4                          | package | 3.4.3-1.2                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libopeniscsiusr0_2_0                  | package | 2.0.877-50.1                        | x86_64 | openSUSE-Tumbleweed-Oss
i  | libopenjp2-7                          | package | 2.3.0-1.3                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libopenmpt0                           | package | 0.3.13-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libopenssl1_1                         | package | 1.1.0h-4.2                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libopus0                              | package | 1.3-1.1                             | x86_64 | openSUSE-Tumbleweed-Oss
i  | liborc-0_4-0                          | package | 0.4.28-1.8                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | liborcus-0_13-0                       | package | 0.13.4-2.4                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libostree                             | package | 2018.9-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libostree-1-1                         | package | 2018.9-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libp11-kit0                           | package | 0.23.12-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpackagekit-glib2-18                | package | 1.1.12-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpackagekitqt5-1                    | package | 1.0.1-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpagemaker-0_0-0                    | package | 0.0.4-1.3                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpango-1_0-0                        | package | 1.42.4-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpangomm-1_4-1                      | package | 2.42.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpano13-3                           | package | 2.9.19-1.12                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libparted0                            | package | 3.2-22.1                            | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpcap1                              | package | 1.9.0-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpcaudio0                           | package | 1.0-2.2                             | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpci3                               | package | 3.6.2-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpciaccess0                         | package | 0.14-1.3                            | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpcre1                              | package | 8.42-2.1                            | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpcre2-16-0                         | package | 10.32-2.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpcre2-8-0                          | package | 10.32-2.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpcsclite1                          | package | 1.8.24-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpgm-5_2-0                          | package | 5.2.122-5.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libphonon4qt5                         | package | 4.10.1-1.2                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpipeline1                          | package | 1.5.0-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpipewire-0_2-1                     | package | 0.2.2-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpixman-1-0                         | package | 0.36.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpkcs11-helper1                     | package | 1.22-1.6                            | x86_64 | openSUSE-Tumbleweed-Oss
i  | libplist3                             | package | 2.0.0-1.7                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libply-boot-client4                   | package | 0.9.4+git20181204.0cd0613-1.1       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libply-splash-core4                   | package | 0.9.4+git20181204.0cd0613-1.1       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libply-splash-graphics4               | package | 0.9.4+git20181204.0cd0613-1.1       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libply4                               | package | 0.9.4+git20181204.0cd0613-1.1       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpng16-16                           | package | 1.6.34-3.2                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpolkit-qt5-1-1                     | package | 0.112.0-4.13                        | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpolkit0                            | package | 0.115-2.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpoppler-qt5-1                      | package | 0.68.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpoppler79                          | package | 0.68.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpopt0                              | package | 1.16-30.6                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpostproc55                         | package | 4.1-2.1                             | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpq5                                | package | 10.5-1.1                            | x86_64 | openSUSE-Tumbleweed-Oss
i  | libprocps7                            | package | 3.3.15-1.2                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libprojectM-qt5-2                     | package | 2.1.0-14.3                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libprotobuf-lite17                    | package | 3.6.1-2.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libproxy1                             | package | 0.4.15-5.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libproxy1-config-kde                  | package | 0.4.15-5.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libproxy1-networkmanager              | package | 0.4.15-5.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libproxy1-pacrunner-webkit            | package | 0.4.15-5.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpskc0                              | package | 2.6.2-6.2                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpsl5                               | package | 0.20.2-1.2                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpulse-mainloop-glib0               | package | 12.2-2.1                            | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpulse0                             | package | 12.2-2.1                            | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpwquality-lang                     | package | 1.4.0-2.2                           | noarch | openSUSE-Tumbleweed-Oss
i  | libpwquality1                         | package | 1.4.0-2.2                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpython2_7-1_0                      | package | 2.7.15-4.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libpython3_6m1_0                      | package | 3.6.5-3.3                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqalculate20                        | package | 2.8.0-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqca-qt5                            | package | 2.1.3-3.2                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqca-qt5-plugins                    | package | 2.1.3-3.2                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqgpgme7                            | package | 1.12.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqmi-glib5                          | package | 1.20.2-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqmi-tools                          | package | 1.20.2-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqpdf21                             | package | 8.2.1-1.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqrencode4                          | package | 4.0.0-1.2                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqt5-qdbus                          | package | 5.12.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqt5-qtbase-platformtheme-gtk3      | package | 5.12.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqt5-qtgraphicaleffects             | package | 5.12.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqt5-qtimageformats                 | package | 5.12.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqt5-qtpaths                        | package | 5.12.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqt5-qtquickcontrols                | package | 5.12.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqt5-qtquickcontrols2               | package | 5.12.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqt5-qttranslations                 | package | 5.12.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqt5-qtvirtualkeyboard              | package | 5.12.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqt5-qtvirtualkeyboard-hunspell     | package | 5.12.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqt5-qtwayland                      | package | 5.12.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqt5-qtwebengine                    | package | 5.12.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqt5-qtxmlpatterns-imports          | package | 5.12.0-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libquadmath0                          | package | 8.2.1+r265901-1.1                   | x86_64 | openSUSE-Tumbleweed-Oss
i  | libquicktime0                         | package | 1.2.4+git20180207.666c35c-1.4       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libqxp-0_0-0                          | package | 0.0.1-2.7                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libraptor2-0                          | package | 2.0.15-2.19                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | librasqal3                            | package | 0.9.33-1.14                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libraw1394-11                         | package | 2.1.1-1.9                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libraw19                              | package | 0.19.1-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | librdf0                               | package | 1.0.17-1.13                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libre2-0                              | package | 20181001-20.1                       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libreadline7                          | package | 7.0-3.1                             | x86_64 | openSUSE-Tumbleweed-Oss
i  | libreiserfscore0                      | package | 3.6.27-3.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libreoffice                           | package | 6.1.3.2-4.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libreoffice-branding-upstream         | package | 6.1.3.2-4.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | libreoffice-calc                      | package | 6.1.3.2-4.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libreoffice-draw                      | package | 6.1.3.2-4.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libreoffice-filters-optional          | package | 6.1.3.2-4.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libreoffice-icon-themes               | package | 6.1.3.2-4.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | libreoffice-impress                   | package | 6.1.3.2-4.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libreoffice-l10n-en                   | package | 6.1.3.2-4.1                         | noarch | openSUSE-Tumbleweed-Oss
i  | libreoffice-mailmerge                 | package | 6.1.3.2-4.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libreoffice-math                      | package | 6.1.3.2-4.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libreoffice-pyuno                     | package | 6.1.3.2-4.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libreoffice-qt5                       | package | 6.1.3.2-4.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | libreoffice-share-linker              | package | 1-4.4                               | noarch | openSUSE-Tumbleweed-Oss
i  | libreoffice-writer                    | package | 6.1.3.2-4.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | librest-0_7-0                         | package | 0.8.1-2.2                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | librevenge-0_0-0                      | package | 0.0.4-3.7                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | librmt1_0                             | package | 2018.11.22-7.1                      | x86_64 | openSUSE-Tumbleweed-Oss
i  | librsvg-2-2                           | package | 2.44.10-1.1                         | x86_64 | openSUSE-Tumbleweed-Oss
i  | librubberband2                        | package | 1.8.1-2.10                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libruby2_5-2_5                        | package | 2.5.3-2.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsamba-credentials0                 | package | 4.9.3+git.113.3f6a4cdc269-1.2       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsamba-errors0                      | package | 4.9.3+git.113.3f6a4cdc269-1.2       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsamba-hostconfig0                  | package | 4.9.3+git.113.3f6a4cdc269-1.2       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsamba-passdb0                      | package | 4.9.3+git.113.3f6a4cdc269-1.2       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsamba-util0                        | package | 4.9.3+git.113.3f6a4cdc269-1.2       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsamdb0                             | package | 4.9.3+git.113.3f6a4cdc269-1.2       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsamplerate0                        | package | 0.1.9-4.3                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsasl2-3                            | package | 2.1.27-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsbc1                               | package | 1.4-1.1                             | x86_64 | openSUSE-Tumbleweed-Oss
i  | libschily2_0                          | package | 2018.11.22-7.1                      | x86_64 | openSUSE-Tumbleweed-Oss
i  | libschroedinger-1_0-0                 | package | 1.0.11-10.17                        | x86_64 | openSUSE-Tumbleweed-Oss
i  | libseccomp2                           | package | 2.3.3-1.2                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsecret-1-0                         | package | 0.18.6-1.2                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsecret-lang                        | package | 0.18.6-1.2                          | noarch | openSUSE-Tumbleweed-Oss
i  | libselinux1                           | package | 2.6-3.1                             | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsemanage1                          | package | 2.8-1.1                             | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsensors4                           | package | 3.4.0git20180510.1c48b19-1.2        | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsepol1                             | package | 2.8-2.1                             | x86_64 | openSUSE-Tumbleweed-Oss
i  | libserd-0-0                           | package | 0.30.0-2.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libserf-1-1                           | package | 1.3.9-4.1                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsgutils2-1_43-2                    | package | 1.43-7.2                            | x86_64 | openSUSE-Tumbleweed-Oss
i  | libshout3                             | package | 2.4.1-2.2                           | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsigc-2_0-0                         | package | 2.10.1-1.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsignon-qt5-1                       | package | 8.59-1.4                            | x86_64 | openSUSE-Tumbleweed-Oss
i  | libslang2                             | package | 2.3.1a-6.1                          | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsmartcols1                         | package | 2.33-1.1                            | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsmbclient0                         | package | 4.9.3+git.113.3f6a4cdc269-1.2       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsmbconf0                           | package | 4.9.3+git.113.3f6a4cdc269-1.2       | x86_64 | openSUSE-Tumbleweed-Oss
i  | libsmbios-lang                        | package | 2.4.2-1.1                           | noarch | openSUSE-Tumbleweed-Oss
